Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchases_per_year,loyalty_factor,eltv,discount_premium,satisfaction_index,category_affinity,loyalty_tier,H_score,F_score,M_score,rfm_score,segment
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,0,Express,1,1,47,PayPal,Quarterly,4,0.43998626625794646,7.0203927872413185,0.4712640708417055,0.4153818686362047,0.8829605616511932,Platinum,5,1,3,9,Promo-Dependent
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,0,Express,1,1,6,Venmo,Every 3 Months,4,0.2441188965731355,3.0183274918981993,-2.7198160345219193,0.6402083946992425,0.34851633280691546,Bronze,1,1,1,3,At-Risk / One-Timer
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,0,Standard,1,1,11,Cash,Quarterly,4,0.2989531187468407,5.028023887755008,2.3996554557680767,0.6031752391339835,1.1029649595687332,Bronze,2,1,3,6,Occasional Buyer
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,0,2-Day Shipping,1,1,41,Bank Transfer,Annually,1,0.39178621079519266,1.7629633800382596,2.3996554557680767,0.5622033960051923,1.4873315363881403,Platinum,5,1,5,11,Loyal Promo-User
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,0,2-Day Shipping,1,1,46,Venmo,Every 3 Months,4,0.43784442059494383,7.049911114883236,2.3996554557680767,0.5349534995036042,0.9191374663072777,Platinum,5,1,3,9,Promo-Dependent
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,0,Next Day Air,1,1,9,Venmo,Bi-Weekly,26,0.5342509875137679,52.24504677720078,2.3996554557680767,0.5908501975027536,0.7018867924528303,Bronze,1,2,2,5,At-Risk / One-Timer
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,0,2-Day Shipping,1,1,37,PayPal,Monthly,12,0.5085274060270781,24.228026975627337,0.4712640708417055,0.5198593273592618,0.8663009284124914,Gold,4,2,3,9,Promo-Dependent
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,0,Express,1,1,13,PayPal,Weekly,52,0.8684816241748421,204.6969272164859,-2.7198160345219193,0.8776963248349684,1.5268334580112486,Bronze,2,3,5,10,Promo-Dependent
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,0,2-Day Shipping,1,1,24,Debit Card,Monthly,12,0.4659303659779684,22.605364282678096,0.4712640708417055,0.49933991934943983,0.9329394613672984,Silver,3,2,3,8,Promo-Dependent
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,0,Standard,1,1,47,PayPal,Quarterly,4,0.43998626625794646,8.051240010563761,0.4712640708417055,0.6073818686362047,1.5993247909153687,Platinum,5,1,5,11,Loyal Promo-User
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,0,Next Day Air,1,1,21,Venmo,Every 3 Months,4,0.36061768479732753,6.021431490868806,0.4712640708417055,0.43550815234408086,1.0662165272769124,Silver,3,1,3,7,Occasional Buyer
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,0,Store Pickup,1,1,22,Venmo,Fortnightly,26,0.6189860903121072,62.6335483936447,0.4712640708417055,0.6677972180624214,0.7996623954576844,Silver,3,2,2,7,Occasional Buyer
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,0,Free Shipping,1,1,16,PayPal,Quarterly,4,0.3343877210719573,5.926442927410243,0.4712640708417055,0.5142621595990069,1.3827495588122458,Silver,2,1,4,7,Occasional Buyer
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,0,Standard,1,1,37,Debit Card,Fortnightly,26,0.6700658675655395,78.77730083153611,2.3996554557680767,0.666013173513108,1.5207547169811322,Gold,4,2,5,11,Loyal Promo-User
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,0,2-Day Shipping,1,1,3,Cash,Annually,1,0.15257160904956724,0.6947923247651362,2.3996554557680767,0.5743604756560673,1.57088948787062,Bronze,1,1,5,7,Occasional Buyer
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,0,Express,1,1,33,Cash,Bi-Weekly,26,0.658750448673664,70.96158835807236,0.4712640708417055,0.6157500897347328,1.032897260799509,Gold,4,2,3,9,Promo-Dependent
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,0,Next Day Air,1,1,15,Debit Card,Annually,1,0.2936047565606729,1.1818624032293867,0.4712640708417055,0.5305671051582884,0.9162798281285967,Silver,2,1,3,6,Occasional Buyer
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,0,Store Pickup,1,1,42,Bank Transfer,Bi-Weekly,26,0.6826415987921073,75.14980807761269,3.3361111111111157,0.7885283197584214,1.1893759447203627,Platinum,5,2,3,10,Promo-Dependent
1174,44,Male,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,0,Express,1,1,42,Cash,Bi-Weekly,26,0.6826415987921073,77.0968192284166,2.3996554557680767,0.5365283197584215,1.2700808625336928,Platinum,5,2,4,11,Loyal Promo-User
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,0,Express,1,1,19,Bank Transfer,Bi-Weekly,26,0.6047675612693206,54.49508089843267,2.3996554557680767,0.7369535122538642,0.5180592991913747,Silver,2,2,1,5,At-Risk / One-Timer
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,0,Store Pickup,1,1,26,PayPal,Quarterly,4,0.3814522213995128,6.7238113838117535,2.3996554557680767,0.5836750596645179,1.3536388140161726,Gold,3,1,4,8,Promo-Dependent
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.887642067512437,0,Free Shipping,1,1,39,PayPal,Quarterly,4,0.42143798117871967,7.469257946709133,0.4712640708417055,0.5661892597218517,1.3827495588122458,Platinum,4,1,4,9,Promo-Dependent
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,0,Standard,1,1,24,Debit Card,Monthly,12,0.4659303659779684,17.28252649856013,0.4712640708417055,0.7153399193494397,0.34985229801273693,Silver,3,2,1,6,Occasional Buyer
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,0,Express,1,1,23,Debit Card,Annually,1,0.334854307887009,1.0499337455586752,0.4712640708417055,0.6588170154235558,0.36651193125143866,Silver,3,1,1,5,At-Risk / One-Timer
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,0,Free Shipping,1,1,44,Bank Transfer,Annually,1,0.3988051254604543,1.4063306514383418,0.4712640708417055,0.4196071789382447,0.549767896877158,Platinum,5,1,1,7,Occasional Buyer
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,0,Standard,1,1,34,Cash,Monthly,12,0.5001610026390428,19.07446308273215,0.4712640708417055,0.7341860466816549,0.38317156449014045,Gold,4,2,1,7,Occasional Buyer
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,0,Free Shipping,1,1,43,Bank Transfer,Quarterly,4,0.43113425855288035,7.889258503243111,0.4712640708417055,0.5216114670951915,1.5993247909153687,Platinum,5,1,5,11,Loyal Promo-User
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,0,Express,1,1,45,PayPal,Quarterly,4,0.43565651022150625,5.386531072706428,2.3996554557680767,0.5585159174289166,0.3509433962264151,Platinum,5,1,1,7,Occasional Buyer
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,0,2-Day Shipping,1,1,4,Credit Card,Weekly,52,0.7637344137582149,146.50085774024643,0.4712640708417055,0.8927468827516429,0.6497256963093685,Bronze,1,3,2,6,Occasional Buyer
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,0,Express,1,1,19,Credit Card,Annually,1,0.3163060228077822,1.3614017115372175,2.3996554557680767,0.47510735840771023,1.2199460916442049,Silver,2,1,4,7,Occasional Buyer
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,0,Standard,1,1,29,Credit Card,Monthly,12,0.4844786510571952,24.268818162112392,0.4712640708417055,0.6110495763652852,1.0662165272769124,Gold,3,2,3,8,Promo-Dependent
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,0,2-Day Shipping,1,1,27,Credit Card,Annually,1,0.3505366594688566,1.4842095499568804,0.4712640708417055,0.5659534857399251,1.1328550602317196,Gold,3,1,3,7,Occasional Buyer
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,0,Express,1,1,37,Credit Card,Every 3 Months,4,0.41621971371938576,7.491637971106346,2.3996554557680767,0.4586285581284925,1.4873315363881403,Gold,4,1,5,10,Promo-Dependent
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,0,Next Day Air,1,1,11,Credit Card,Weekly,52,0.8527992725929945,150.82800995738754,0.4712640708417055,0.7665598545185989,0.48312936392235095,Bronze,2,3,1,6,Occasional Buyer
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.871284087572994,0,Free Shipping,1,1,28,Debit Card,Annually,1,0.354106636684449,1.6235674131796147,0.4712640708417055,0.5392215716918028,1.6159844241540704,Gold,3,1,5,9,Promo-Dependent
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,0,Next Day Air,1,1,31,Credit Card,Weekly,52,0.9525828687777642,189.64910665942216,0.4712640708417055,0.9065165737555528,0.7496834957415791,Gold,4,3,2,9,Promo-Dependent
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,0,Free Shipping,1,1,50,Venmo,Quarterly,4,0.4461538461538462,7.607244088258348,0.4712640708417055,0.5966153846153845,1.1661743267091231,Platinum,5,1,4,10,Promo-Dependent
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,0,2-Day Shipping,1,1,42,Venmo,Quarterly,4,0.4287954449459535,6.93456786932167,3.3361111111111157,0.5811437043738061,0.9794860721226516,Platinum,5,1,3,9,Promo-Dependent
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,0,2-Day Shipping,1,1,18,Credit Card,Fortnightly,26,0.5995492938099868,62.74831585144448,3.3361111111111157,0.8199098587619973,0.9619952494061758,Silver,2,2,3,7,Occasional Buyer
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,0,2-Day Shipping,1,1,6,Credit Card,Fortnightly,26,0.49796505041928935,49.848212559788635,0.4712640708417055,0.5715930100838579,0.7663431289802809,Bronze,1,2,2,5,At-Risk / One-Timer
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,0,2-Day Shipping,1,1,33,Venmo,Monthly,12,0.4972119871352025,27.233383611080285,2.3996554557680767,0.6255962435808867,1.587601078167116,Gold,4,2,5,11,Loyal Promo-User
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,0,2-Day Shipping,1,1,13,Bank Transfer,Bi-Weekly,26,0.5684816241748422,66.34438963868544,2.3996554557680767,0.5976963248349685,1.4706199460916443,Bronze,2,2,5,9,Promo-Dependent
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,0,Standard,1,1,26,PayPal,Annually,1,0.3468368367841282,1.572072470614618,-2.7198160345219193,0.5412135212029794,1.5268334580112486,Gold,3,1,5,9,Promo-Dependent
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,0,2-Day Shipping,1,1,17,Cash,Annually,1,0.3055872854577921,1.1954644908772207,0.4712640708417055,0.5329636109377123,0.8163220286963861,Silver,2,1,2,5,At-Risk / One-Timer
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,0,Free Shipping,1,1,3,Debit Card,Weekly,52,0.7410331475111056,173.39442240669882,-2.7198160345219193,0.8882066295022211,1.4770454104674036,Bronze,1,3,5,9,Promo-Dependent
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,0,Store Pickup,1,1,7,PayPal,Weekly,52,0.8115497212666585,132.3196917624671,3.3361111111111157,0.8903099442533317,0.3847980997624703,Bronze,1,3,1,5,At-Risk / One-Timer
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,0,2-Day Shipping,1,1,46,Venmo,Fortnightly,26,0.6916905744410977,74.22219879327359,-2.7198160345219193,0.6103381148882195,1.0123569667248498,Platinum,5,2,3,10,Promo-Dependent
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,0,Standard,1,1,14,Venmo,Every 3 Months,4,0.32165438499395005,4.3760402081662955,2.3996554557680767,0.4277154923834054,0.4846361185983828,Silver,2,1,1,4,At-Risk / One-Timer
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,0,Free Shipping,1,1,23,Bank Transfer,Annually,1,0.334854307887009,1.47966781338674,-2.7198160345219193,0.5148170154235556,1.3608732995317652,Silver,3,1,4,8,Promo-Dependent
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,0,2-Day Shipping,1,1,20,Credit Card,Every 3 Months,4,0.3558850216550244,6.482626304726295,2.3996554557680767,0.47056161971562027,1.57088948787062,Silver,2,1,5,8,Promo-Dependent
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,0,Standard,1,1,38,Bank Transfer,Fortnightly,26,0.6727084553941624,80.54635998872571,2.3996554557680767,0.6545416910788325,1.6544474393531,Gold,4,2,5,11,Loyal Promo-User
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,0,Free Shipping,1,1,16,Venmo,Every 3 Months,4,0.3343877210719573,5.476394189779235,2.3996554557680767,0.44226215959900683,0.9859838274932615,Silver,2,1,3,6,Occasional Buyer
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,0,Next Day Air,1,1,48,Credit Card,Every 3 Months,4,0.44208394699242487,7.9767142998770835,-2.7198160345219193,0.5958014047831003,1.493641426315352,Platinum,5,1,5,11,Loyal Promo-User
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,0,2-Day Shipping,1,1,8,Debit Card,Annually,1,0.2350707117022393,1.0848796644854815,-2.7198160345219193,0.5068602961866017,1.6596015847948355,Bronze,1,1,5,7,Occasional Buyer
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,0,Next Day Air,1,1,16,Bank Transfer,Monthly,12,0.4266954133796496,21.214279017182598,0.4712640708417055,0.5874929288297761,1.032897260799509,Silver,2,2,3,7,Occasional Buyer
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,0,Next Day Air,1,1,5,Cash,Quarterly,4,0.2284365449912879,3.992566283748676,2.3996554557680767,0.5530719243828729,1.3035040431266847,Bronze,1,1,4,6,Occasional Buyer
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,0,Store Pickup,1,1,14,Venmo,Every 3 Months,4,0.32165438499395005,5.859097883623732,0.4712640708417055,0.6317154923834054,1.5660055244379651,Silver,2,1,5,8,Promo-Dependent
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,0,Free Shipping,1,1,18,Credit Card,Weekly,52,0.8995492938099867,201.95725594535918,-2.7198160345219193,0.6799098587619974,1.2281051727481782,Silver,2,3,4,9,Promo-Dependent
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,0,Express,1,1,14,Debit Card,Every 3 Months,4,0.32165438499395005,5.108247214800244,2.3996554557680767,0.5237154923834054,0.8690026954177897,Silver,2,1,3,6,Occasional Buyer
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,0,Free Shipping,1,1,5,Cash,Every 3 Months,4,0.2284365449912879,4.02662287836662,3.3361111111111157,0.517071924382873,1.4167566400345497,Bronze,1,1,4,6,Occasional Buyer
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,0,2-Day Shipping,1,1,15,Credit Card,Every 3 Months,4,0.3282201411760575,3.997094337293027,0.4712640708417055,0.3930286436198269,0.33319266477403514,Silver,2,1,1,4,At-Risk / One-Timer
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,0,Free Shipping,1,1,3,Venmo,Every 3 Months,4,0.18718699366495184,2.618002955030729,0.4712640708417055,0.49682201411760574,0.5331082636384562,Bronze,1,1,1,3,At-Risk / One-Timer
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,0,Free Shipping,1,1,12,Cash,Every 3 Months,4,0.30709617646611964,5.108708373077525,-2.7198160345219193,0.3888038506778393,1.0455489984207464,Bronze,2,1,3,6,Occasional Buyer
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,0,Store Pickup,1,1,43,Cash,Every 3 Months,4,0.43113425855288035,7.556967216396389,-2.7198160345219193,0.4736114670951915,1.3110852519879201,Platinum,5,1,4,10,Promo-Dependent
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,0,Next Day Air,1,1,35,Credit Card,Bi-Weekly,26,0.6645653976748835,54.912639797531604,0.4712640708417055,0.5329130795349768,0.38317156449014045,Gold,4,2,1,7,Occasional Buyer
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.9836764012417434,0,Express,1,1,36,Bank Transfer,Quarterly,4,0.413506648637333,6.904547560355564,2.3996554557680767,0.5761271132610912,1.0695417789757413,Gold,4,1,3,8,Promo-Dependent
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,0,Standard,1,1,3,Cash,Quarterly,4,0.18718699366495184,3.1810522078362857,0.4712640708417055,0.5928220141176057,1.1495146934704212,Bronze,1,1,4,6,Occasional Buyer
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,0,Store Pickup,1,1,27,Bank Transfer,Annually,1,0.3505366594688566,1.4892533299173139,0.4712640708417055,0.48195348573992514,1.1495146934704212,Gold,3,1,4,8,Promo-Dependent
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,0,Free Shipping,1,1,21,Bank Transfer,Weekly,52,0.9144638386434814,153.0643682321352,0.4712640708417055,0.8508927677286962,0.3998311977288422,Silver,3,3,1,7,Occasional Buyer
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,0,Store Pickup,1,1,18,Venmo,Weekly,52,0.8995492938099867,183.9172905076609,0.4712640708417055,0.8239098587619974,0.8329816619350878,Silver,2,3,2,7,Occasional Buyer
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,0,Free Shipping,1,1,16,Debit Card,Weekly,52,0.8882338749181111,211.77121835756037,2.3996554557680767,0.6896467749836223,1.6210242587601078,Silver,2,3,5,10,Promo-Dependent
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,0,Store Pickup,1,1,18,Venmo,Bi-Weekly,26,0.5995492938099868,70.48691385132324,-2.7198160345219193,0.6279098587619973,1.5102374421633002,Silver,2,2,5,9,Promo-Dependent
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,0,Store Pickup,1,1,19,Bank Transfer,Bi-Weekly,26,0.6047675612693206,57.19724687884375,0.4712640708417055,0.8089535122538642,0.616406429831965,Silver,2,2,2,6,Occasional Buyer
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,0,Express,1,1,1,Cash,Annually,1,0.08205503529401438,0.33030037505409315,3.3361111111111157,0.4882571609049567,0.9619952494061758,Bronze,1,1,3,5,At-Risk / One-Timer
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,0,Express,1,1,39,Bank Transfer,Annually,1,0.38682259656333506,1.535798627114644,2.3996554557680767,0.5132106731588209,0.8690026954177897,Platinum,4,1,3,8,Promo-Dependent
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.9989927006359913,0,Standard,1,1,49,Venmo,Monthly,12,0.5364469397335212,28.288665610063067,2.3996554557680767,0.6333223581768694,1.3369272237196765,Platinum,5,2,4,11,Loyal Promo-User
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,0,2-Day Shipping,1,1,43,Credit Card,Fortnightly,26,0.6849804123990342,78.04166269542414,0.4712640708417055,0.7169960824798068,1.3161110258574389,Platinum,5,2,4,11,Loyal Promo-User
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,0,Free Shipping,1,1,31,Debit Card,Every 3 Months,4,0.3987367149316104,5.068826976755045,2.3996554557680767,0.5271319583709375,0.384366576819407,Gold,4,1,1,6,Occasional Buyer
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,0,Next Day Air,1,1,40,Venmo,Every 3 Months,4,0.42395005723670726,7.298834570457687,0.4712640708417055,0.5201746268319568,1.2161532264252284,Platinum,4,1,4,9,Promo-Dependent
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,0,Store Pickup,1,1,2,Bank Transfer,Bi-Weekly,26,0.41176612508188887,49.30258015350091,2.3996554557680767,0.6743532250163777,1.6544474393531,Bronze,1,2,5,8,Promo-Dependent
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,0,Store Pickup,1,1,46,PayPal,Every 3 Months,4,0.43784442059494383,5.491434593009185,0.4712640708417055,0.46295349950360415,0.36651193125143866,Platinum,5,1,1,7,Occasional Buyer
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,0,Store Pickup,1,1,35,Debit Card,Every 3 Months,4,0.41071924382872965,6.956116087433968,2.3996554557680767,0.6255284641503613,1.136388140161725,Gold,4,1,3,8,Promo-Dependent
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,0,2-Day Shipping,1,1,42,Credit Card,Quarterly,4,0.4287954449459535,7.774232065713815,0.4712640708417055,0.6291437043738061,1.5326862579605618,Platinum,5,1,5,11,Loyal Promo-User
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,0,Express,1,1,3,Venmo,Fortnightly,26,0.44103314751110567,49.9577781722325,0.4712640708417055,0.6322066295022212,1.2827917593800353,Bronze,1,2,4,7,Occasional Buyer
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,0,Standard,1,1,32,Debit Card,Every 3 Months,4,0.4018672361236636,5.847306784683736,3.3361111111111157,0.6717580626093481,0.6471604405096091,Gold,4,1,2,7,Occasional Buyer
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,0,Store Pickup,1,1,48,Debit Card,Annually,1,0.40746856237704027,1.7855380931284661,2.3996554557680767,0.43333986632156185,1.3202156334231807,Platinum,5,1,4,10,Promo-Dependent
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,0,Express,1,1,34,Credit Card,Weekly,52,0.9616994641775043,197.59526628371339,0.4712640708417055,0.764339892835501,0.8496412951737896,Gold,4,3,2,9,Promo-Dependent
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,0,Next Day Air,1,1,15,Bank Transfer,Quarterly,4,0.3282201411760575,4.374786539028804,0.4712640708417055,0.5610286436198269,0.44981009744494743,Silver,2,1,1,4,At-Risk / One-Timer
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,0,Store Pickup,1,1,22,Debit Card,Annually,1,0.3305245518505688,1.0504248180327382,0.4712640708417055,0.4299510642162676,0.38317156449014045,Silver,3,1,1,5,At-Risk / One-Timer
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,0,2-Day Shipping,1,1,2,Cash,Monthly,12,0.25022766354342735,13.04328337917263,0.4712640708417055,0.5641993788625317,1.2661321261413336,Bronze,1,2,4,7,Occasional Buyer
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,0,Standard,1,1,30,Bank Transfer,Weekly,52,0.9493529495208839,171.09074328233388,0.4712640708417055,0.7978705899041768,0.5164486303997545,Gold,3,3,1,7,Occasional Buyer
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,0,Standard,1,1,27,Cash,Monthly,12,0.4774597363919335,23.553321018344143,0.4712640708417055,0.4656457934322329,0.9995779943221055,Gold,3,2,3,8,Promo-Dependent
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.7,0,Express,1,1,18,Venmo,Bi-Weekly,26,0.5995492938099868,71.78668985498312,0.4712640708417055,0.6639098587619974,1.649303690631474,Silver,2,2,5,9,Promo-Dependent
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,0,Free Shipping,1,1,8,Credit Card,Annually,1,0.2350707117022393,0.855089967445097,2.3996554557680767,0.4108602961866017,0.6183288409703505,Bronze,1,1,2,4,At-Risk / One-Timer
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,0,Express,1,1,48,Venmo,Fortnightly,26,0.6959301008385788,71.14317103560026,-2.7198160345219193,0.7791860201677158,0.8298007923974178,Platinum,5,2,2,9,Promo-Dependent
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,0,Free Shipping,1,1,24,Cash,Monthly,12,0.4659303659779684,18.42756572617293,0.4712640708417055,0.6313399193494398,0.4331504642062457,Silver,3,2,1,6,Occasional Buyer
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,0,Next Day Air,1,1,43,Credit Card,Monthly,12,0.5234419508605727,28.0517238959115,0.4712640708417055,0.7508422363259606,1.432728458528351,Platinum,5,2,5,12,Loyal Promo-User
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,0,Standard,1,1,8,Cash,Quarterly,4,0.2696860963176239,4.0319901147193,-2.7198160345219193,0.5493218346481401,0.6804366497658826,Bronze,1,1,2,4,At-Risk / One-Timer
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,0,Express,1,1,49,PayPal,Annually,1,0.40952386281044434,1.3014888808236194,-2.7198160345219193,0.6737509264082427,0.38170836450281215,Platinum,5,1,1,7,Occasional Buyer
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,0,2-Day Shipping,1,1,2,Credit Card,Bi-Weekly,26,0.41176612508188887,43.28458040565492,-2.7198160345219193,0.5783532250163778,0.9293768874851079,Bronze,1,2,3,6,Occasional Buyer
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,0,Standard,1,1,38,Cash,Fortnightly,26,0.6727084553941624,74.05630041373196,2.3996554557680767,0.7265416910788325,1.136388140161725,Gold,4,2,3,9,Promo-Dependent
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,0,Express,1,1,4,Cash,Fortnightly,26,0.46373441375821495,46.92404611431297,3.3361111111111157,0.624746882751643,0.8395594903908443,Bronze,1,2,2,5,At-Risk / One-Timer
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,0,Free Shipping,1,1,31,Cash,Every 3 Months,4,0.3987367149316104,6.729890563962155,0.4712640708417055,0.45513195837093745,1.1161954269930177,Gold,4,1,3,8,Promo-Dependent
